36.3577951,127.3374598
36.3105659,127.3361853
36.4899431,127.3075389
36.8814498,127.0643206
37.4097987,126.6401359
37.584685,126.4638879
37.5309967,126.9348714
37.5558209,126.9333795
37.5524021,126.9541385
37.5569052,126.9615872
37.5666644,126.9740278
37.5689654,126.9775285
37.5697615,126.9789817
37.5702973,126.9796971
37.5702973,126.9796971
37.5702786,126.9811827
37.5703507,126.9811937
37.5703507,126.9811937
37.5704254,126.9811395
37.5705377,126.9811286
37.5706482,126.9811018
37.5707467,126.9810562
37.5708362,126.9810098
37.570924,126.9809651
37.5710073,126.9809245
37.5710968,126.9808822
37.5711867,126.98084
37.5712756,126.980797
37.5713653,126.9807532
37.5714509,126.9807093
37.5715342,126.9806664
37.5716281,126.9806167
37.5717266,126.9805657
37.5718234,126.9805124
37.5719157,126.9804592
37.5720079,126.9804111
37.5720967,126.9803697
37.5721797,126.9803298
37.572266,126.9802861
37.5723427,126.9802451
37.5724048,126.9802127
37.5725543,126.9800892
37.572659,126.9800987
37.5727636,126.9800721
37.5728609,126.9800465
37.5729544,126.9800202
37.5730461,126.9799901
37.5731388,126.9799578
37.5732452,126.9799235
37.5733229,126.9798969
37.5734219,126.9798443
37.5735184,126.9797621
37.5736063,126.9797016
37.5736972,126.9796524
37.5737872,126.9795999
37.5738822,126.9795583
37.573976,126.979519
37.5740516,126.979483
37.5741267,126.9794429
37.5742203,126.9793866
37.5742993,126.9792983
37.5742993,126.9792983
37.5743604,126.9794153
37.5744111,126.9795074
37.5744704,126.9795875
37.5745324,126.9796696
37.574603,126.9797624
37.5746753,126.9798572
37.5747421,126.9799609
37.5748006,126.9800692
37.574857,126.9801496
37.574919,126.9802353
37.5749839,126.980325
37.5750558,126.9804218
37.5751078,126.9804938
37.5751605,126.9805663
37.5752246,126.9806527
37.5752921,126.9807445
37.5753657,126.9808428
37.575445,126.980939
37.5755302,126.9810177
37.5697615,126.9789817
36.3716608,127.3377801
37.5703507,126.9811937
37.5703507,126.9811937
37.5703507,126.9811937
37.5703507,126.9811937
37.5703507,126.9811937
37.5703507,126.9811937
37.5703507,126.9811937
37.5703507,126.9811937
37.5631643,126.9801176
37.5638885,126.9819412
37.5638885,126.9819412
37.5638885,126.9819412
37.5638885,126.9819412
37.5638885,126.9819412
