visit-time,title,visit-count,typed-count,id,url
1535373264647,Google  Inc. - Google 지도,1,,X6GqyOqliMkc,https://www.google.com/maps/@37.5633115 126.9775724 3a 75y 56.3h 91.53t/data=!3m9!1e1!3m7!1snHu3JHT0vdZRi_wz3cyHYw!2e0!7i13312!8i6656!9m2!1b1!2i37
1535373263818,Google  Inc. - Google 지도,1,,_OFpEUYXYdJu,https://www.google.com/maps/@37.5633115 126.9775724 3a 75y 56.3h 91.53t/data=!3m6!1e1!3m4!1snHu3JHT0vdZRi_wz3cyHYw!2e0!7i13312!8i6656
1535373262984,Google  Inc. - Google 지도,1,,QlC6Udhpc6K_,https://www.google.com/maps/@37.5633115 126.9775724 3a 75y 81.62h 110.71t/data=!3m6!1e1!3m4!1snHu3JHT0vdZRi_wz3cyHYw!2e0!7i13312!8i6656
1535373262424,Google  Inc. - Google 지도,1,,WK_FF4aRU3jw,https://www.google.com/maps/@37.5633115 126.9775724 3a 75y 92.81h 136.1t/data=!3m6!1e1!3m4!1snHu3JHT0vdZRi_wz3cyHYw!2e0!7i13312!8i6656
1535373261718,Google  Inc. - Google 지도,1,,HqaE87a79Nwt,https://www.google.com/maps/@37.5633115 126.9775724 3a 75y 165.06h 143.32t/data=!3m6!1e1!3m4!1snHu3JHT0vdZRi_wz3cyHYw!2e0!7i13312!8i6656
1535373260519,Google  Inc. - Google 지도,1,,2EqYoh3Edyw3,https://www.google.com/maps/@37.5633115 126.9775724 3a 75y 208.26h 90.42t/data=!3m6!1e1!3m4!1snHu3JHT0vdZRi_wz3cyHYw!2e0!7i13312!8i6656
1535373259680,Google  Inc. - Google 지도,1,,5MyBDTZwtANX,https://www.google.com/maps/@37.5633115 126.9775724 3a 75y 264.08h 88.63t/data=!3m9!1e1!3m7!1snHu3JHT0vdZRi_wz3cyHYw!2e0!7i13312!8i6656!9m2!1b1!2i37
1535373258687,Google  Inc. - Google 지도,1,,3PO11kg8nM6J,https://www.google.com/maps/@37.5633115 126.9775724 3a 75y 264.08h 88.63t/data=!3m6!1e1!3m4!1snHu3JHT0vdZRi_wz3cyHYw!2e0!7i13312!8i6656
1535373257511,Google  Inc. - Google 지도,1,,NdJzqb4B4FGB,https://www.google.com/maps/@37.5633003 126.9776803 3a 75y 264.08h 88.63t/data=!3m6!1e1!3m4!1sfiEUyHN1vs-1PMTXrIeSxA!2e0!7i13312!8i6656
1535373256337,Google  Inc. - Google 지도,1,,tvNxB8acxUxa,https://www.google.com/maps/@37.5633029 126.9778143 3a 75y 264.08h 88.63t/data=!3m6!1e1!3m4!1shpZbldIetSaPItiZsZ4qGw!2e0!7i13312!8i6656
1535373255221,Google  Inc. - Google 지도,1,,rh462wtabvFI,https://www.google.com/maps/@37.5633151 126.9779307 3a 75y 264.08h 88.63t/data=!3m6!1e1!3m4!1swcLWIavk1tNUl670y-vYvQ!2e0!7i13312!8i6656
1535373254103,Google  Inc. - Google 지도,1,,nrE6Z2ko_iWo,https://www.google.com/maps/@37.5633106 126.978059 3a 75y 264.08h 88.63t/data=!3m6!1e1!3m4!1smprfD5Ut0SR7OEUrPqFcag!2e0!7i13312!8i6656
1535373252879,Google  Inc. - Google 지도,1,,-NrbEBP4BYBN,https://www.google.com/maps/@37.5633138 126.978138 3a 75y 264.08h 88.63t/data=!3m6!1e1!3m4!1sqPsUjAGpu_oAdlNJ9nhH9w!2e0!7i13312!8i6656
1535373251698,Google  Inc. - Google 지도,1,,M_iDaWLw8-ja,https://www.google.com/maps/@37.5633103 126.978268 3a 75y 264.08h 88.63t/data=!3m6!1e1!3m4!1stHI-4DBuoXoaunrNAuEUJw!2e0!7i13312!8i6656
1535373250563,Google  Inc. - Google 지도,1,,IhT67w3C6bao,https://www.google.com/maps/@37.5633137 126.9783693 3a 75y 264.08h 88.63t/data=!3m6!1e1!3m4!1s-nq6o-u6jIsXEjqQoXiDyQ!2e0!7i13312!8i6656
1535373249384,Google  Inc. - Google 지도,1,,LIejisq_fEKj,https://www.google.com/maps/@37.5633205 126.9784932 3a 75y 264.08h 88.63t/data=!3m6!1e1!3m4!1sgT5z0DkCuRNkyf6K1fId6Q!2e0!7i13312!8i6656
1535373248050,Google  Inc. - Google 지도,1,,Sshv9C330J2S,https://www.google.com/maps/@37.5633162 126.9786147 3a 75y 264.08h 88.63t/data=!3m6!1e1!3m4!1sP_l4yJxntF_OMqqXxwmJ_Q!2e0!7i13312!8i6656
1535373246779,Google  Inc. - Google 지도,1,,qw4E6JoFZDnD,https://www.google.com/maps/@37.5633099 126.9787501 3a 75y 264.08h 88.63t/data=!3m7!1e1!3m5!1sRJKKeHCoLfeEJFYtWBFInw!2e0!6s%2F%2Fgeo3.ggpht.com%2Fcbk%3Fpanoid%3DRJKKeHCoLfeEJFYtWBFInw%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D7.279127%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656
1535373245721,Google  Inc. - Google 지도,1,,yyeVZ7zCV9my,https://www.google.com/maps/@37.5633099 126.9787501 3a 75y 260.19h 90t/data=!3m7!1e1!3m5!1sRJKKeHCoLfeEJFYtWBFInw!2e0!6s%2F%2Fgeo3.ggpht.com%2Fcbk%3Fpanoid%3DRJKKeHCoLfeEJFYtWBFInw%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D7.279127%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656
1535373245165,Google  Inc. - Google 지도,1,,9gThGP3xKZwJ,https://www.google.com/maps/@37.5638931 126.9787899 3a 75y 165.72h 115.77t/data=!3m5!1e1!3m3!1sRJKKeHCoLfeEJFYtWBFInw!2e0!6s%2F%2Fgeo3.ggpht.com%2Fcbk%3Fpanoid%3DRJKKeHCoLfeEJFYtWBFInw%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D7.279127%26pitch%3D0%26thumbfov%3D100
1535373229008,Google  Inc. - Google 지도,1,,VyzdfVWbgcyq,https://www.google.com/maps/@37.5638931 126.9787899 3a 75y 165.72h 115.77t/data=!3m9!1e1!3m7!1sa9K6R2s9CvZwIH2fyJioqw!2e0!7i13312!8i6656!9m2!1b1!2i37
1535373228220,Google  Inc. - Google 지도,1,,CkjYtOOVBDPL,https://www.google.com/maps/@37.5638931 126.9787899 3a 75y 165.72h 115.77t/data=!3m6!1e1!3m4!1sa9K6R2s9CvZwIH2fyJioqw!2e0!7i13312!8i6656
